KNN,0.572962728995578,1,uniform,ball_tree
KNN,0.572962728995578,1,uniform,kd_tree
KNN,0.576753000631712,1,uniform,brute
KNN,0.572962728995578,1,distance,ball_tree
KNN,0.572962728995578,1,distance,kd_tree
KNN,0.576753000631712,1,distance,brute
KNN,0.5799115603284902,5,uniform,ball_tree
KNN,0.5799115603284902,5,uniform,kd_tree
KNN,0.5792798483891346,5,uniform,brute
KNN,0.5837018319646241,5,distance,ball_tree
KNN,0.5837018319646241,5,distance,kd_tree
KNN,0.5837018319646241,5,distance,brute
KNN,0.589387239418825,9,uniform,ball_tree
KNN,0.5900189513581807,9,uniform,kd_tree
KNN,0.5887555274794694,9,uniform,brute
KNN,0.5982312065698042,9,distance,ball_tree
KNN,0.5982312065698042,9,distance,kd_tree
KNN,0.5982312065698042,9,distance,brute
KNN,0.593177511054959,13,uniform,ball_tree
KNN,0.593177511054959,13,uniform,kd_tree
KNN,0.593177511054959,13,uniform,brute
KNN,0.593177511054959,13,distance,ball_tree
KNN,0.5938092229943146,13,distance,kd_tree
KNN,0.5938092229943146,13,distance,brute
KNN,0.5969677826910929,17,uniform,ball_tree
KNN,0.5969677826910929,17,uniform,kd_tree
KNN,0.5969677826910929,17,uniform,brute
KNN,0.5881238155401137,17,distance,ball_tree
KNN,0.5881238155401137,17,distance,kd_tree
KNN,0.5887555274794694,17,distance,brute
DTree,0.5716993051168667,gini,best,30,62241570
DTree,0.5742261528742894,gini,best,30,1150463891
DTree,0.5679090334807327,gini,best,40,10433337
DTree,0.5792798483891346,gini,best,40,137391102
DTree,0.5754895767530006,gini,best,40,678167626
DTree,0.5698041692987997,gini,best,40,1892100536
DTree,0.5780164245104232,gini,best,40,2146543502
DTree,0.5704358812381554,gini,best,40,701785714
DTree,0.5786481364497789,gini,best,40,2074621682
DTree,0.5679090334807327,gini,best,40,567636225
DTree,0.5742261528742894,gini,best,40,1487878425
DTree,0.5685407454200885,gini,best,40,588893034
DTree,0.5723310170562224,gini,best,40,73380093
DTree,0.5704358812381554,gini,best,40,1097548108
DTree,0.5824384080859129,gini,best,40,1440517369
DTree,0.5799115603284902,gini,best,40,421849816
DTree,0.5868603916614024,gini,best,40,1076356922
DTree,0.5716993051168667,gini,best,40,945950557
DTree,0.5843335439039797,gini,best,40,350127379
DTree,0.5716993051168667,gini,best,40,1912457852
DTree,0.5710675931775111,gini,best,40,124350121
DTree,0.5698041692987997,gini,best,40,1752717597
DTree,0.5679090334807327,gini,best,50,1228050
DTree,0.5735944409349337,gini,best,50,198911501
DTree,0.5685407454200885,gini,best,50,1954506201
DTree,0.5742261528742894,gini,best,50,1672901925
DTree,0.572962728995578,gini,best,50,1234633996
DTree,0.5786481364497789,gini,best,50,1016832119
DTree,0.5805432722678459,gini,best,50,278008436
DTree,0.572962728995578,gini,best,50,47574581
DTree,0.5704358812381554,gini,best,50,1230541683
DTree,0.576753000631712,gini,best,50,1331415916
DTree,0.5666456096020215,gini,best,50,119994236
DTree,0.5666456096020215,gini,best,50,815573328
DTree,0.5742261528742894,gini,best,50,363104979
DTree,0.5843335439039797,gini,best,50,216451356
DTree,0.572962728995578,gini,best,50,2064674423
DTree,0.5685407454200885,gini,best,50,1919413142
DTree,0.5698041692987997,gini,best,50,987915423
DTree,0.576753000631712,gini,best,50,1113754021
DTree,0.5710675931775111,gini,best,50,983078236
DTree,0.574857864813645,gini,best,50,698578348
DTree,0.5716993051168667,gini,best,60,1257382234
DTree,0.5742261528742894,gini,best,60,1009495897
DTree,0.5805432722678459,gini,best,60,1134240197
DTree,0.574857864813645,gini,best,60,101492822
DTree,0.5805432722678459,gini,best,60,1091211717
DTree,0.5609602021478206,gini,best,60,1830351701
DTree,0.576753000631712,gini,best,60,481897069
DTree,0.5761212886923562,gini,best,60,102700947
DTree,0.5830701200252685,gini,best,60,1051685714
DTree,0.572962728995578,gini,best,60,688747413
DTree,0.5735944409349337,gini,best,60,1832085627
DTree,0.5754895767530006,gini,best,60,1639589669
DTree,0.5716993051168667,gini,best,60,1162495416
DTree,0.576753000631712,gini,best,60,592168593
DTree,0.5735944409349337,gini,best,60,2029538294
DTree,0.5527479469361971,gini,best,60,1662755529
DTree,0.5792798483891346,gini,best,60,669818063
DTree,0.5735944409349337,gini,best,60,1919532195
DTree,0.5780164245104232,gini,best,60,871637198
DTree,0.572962728995578,gini,best,60,1989398471
DTree,0.5710675931775111,gini,best,70,1776020846
DTree,0.5805432722678459,gini,best,70,1277579811
DTree,0.5824384080859129,gini,best,70,1700482069
DTree,0.5881238155401137,gini,best,70,1815731017
DTree,0.5773847125710676,gini,best,70,1367237838
DTree,0.572962728995578,gini,best,70,466505859
DTree,0.5773847125710676,gini,best,70,1736909426
DTree,0.5679090334807327,gini,best,70,750868391
DTree,0.576753000631712,gini,best,70,1687628534
DTree,0.5761212886923562,gini,best,70,1702189712
DTree,0.572962728995578,gini,best,70,1102672843
DTree,0.5691724573594441,gini,best,70,1327879032
DTree,0.5786481364497789,gini,best,70,64893290
DTree,0.5666456096020215,gini,best,70,860638894
DTree,0.5805432722678459,gini,best,70,82261619
DTree,0.5716993051168667,gini,best,70,47412829
DTree,0.5735944409349337,gini,best,70,587303277
DTree,0.5735944409349337,gini,best,70,1415526674
DTree,0.5811749842072015,gini,best,70,1164034847
DTree,0.5634870499052432,gini,best,70,345098183
DTree,0.576753000631712,gini,best,80,1590664049
DTree,0.5716993051168667,gini,best,80,979715914
DTree,0.5704358812381554,gini,best,80,661611436
DTree,0.5799115603284902,gini,best,80,1208994670
DTree,0.5773847125710676,gini,best,80,1575815492
DTree,0.5761212886923562,gini,best,80,556065085
DTree,0.572962728995578,gini,best,80,2101744706
DTree,0.5641187618445989,gini,best,80,385540859
DTree,0.5685407454200885,gini,best,80,1259141807
DTree,0.574857864813645,gini,best,80,1382357646
DTree,0.5660138976626659,gini,best,80,620133946
DTree,0.5761212886923562,gini,best,80,650252009
DTree,0.572962728995578,gini,best,80,1277383268
DTree,0.5735944409349337,gini,best,80,769916508
DTree,0.5704358812381554,gini,best,80,1780809391
DTree,0.5641187618445989,gini,best,80,249945798
DTree,0.5742261528742894,gini,best,80,1953958810
DTree,0.5754895767530006,gini,best,80,1335370067
DTree,0.5666456096020215,gini,best,80,101196067
DTree,0.572962728995578,gini,best,80,1194516224
DTree,0.5647504737839545,gini,best,90,1715503735
DTree,0.576753000631712,gini,best,90,825624211
DTree,0.576753000631712,gini,best,90,1226284264
DTree,0.5691724573594441,gini,best,90,1404796319
DTree,0.5837018319646241,gini,best,90,354963654
DTree,0.5679090334807327,gini,best,90,61837725
DTree,0.5742261528742894,gini,best,90,1849408179
DTree,0.5653821857233101,gini,best,90,1816136352
DTree,0.5786481364497789,gini,best,90,1974213387
DTree,0.5830701200252685,gini,best,90,1643047578
DTree,0.5698041692987997,gini,best,90,586632830
DTree,0.5653821857233101,gini,best,90,896010589
DTree,0.5723310170562224,gini,best,90,1016226007
DTree,0.5773847125710676,gini,best,90,1770204139
DTree,0.5647504737839545,gini,best,90,1215423914
DTree,0.5634870499052432,gini,best,90,1554813486
DTree,0.5672773215413771,gini,best,90,986860445
DTree,0.5754895767530006,gini,best,90,2071440266
DTree,0.5716993051168667,gini,best,90,1530189674
DTree,0.5672773215413771,gini,best,90,1467278682
DTree,0.5735944409349337,gini,best,100,831907038
DTree,0.5723310170562224,gini,best,100,1401697853
DTree,0.5799115603284902,gini,best,100,1754630608
DTree,0.5849652558433355,gini,best,100,163996301
DTree,0.574857864813645,gini,best,100,883244498
DTree,0.5647504737839545,gini,best,100,1006285342
DTree,0.5805432722678459,gini,best,100,1285762802
DTree,0.5799115603284902,gini,best,100,1528336707
DTree,0.5742261528742894,gini,best,100,1947253348
DTree,0.5754895767530006,gini,best,100,1339406924
DTree,0.574857864813645,gini,best,100,306740135
DTree,0.5805432722678459,gini,best,100,1189475529
DTree,0.5780164245104232,gini,best,100,591862605
DTree,0.572962728995578,gini,best,100,1190013170
DTree,0.5704358812381554,gini,best,100,1046707906
DTree,0.5647504737839545,gini,best,100,14144011
DTree,0.5799115603284902,gini,best,100,349006372
DTree,0.5780164245104232,gini,best,100,1801798239
DTree,0.5609602021478206,gini,best,100,1092543922
DTree,0.5666456096020215,gini,best,100,15765682
DTree,0.5666456096020215,gini,best,,1005179636
DTree,0.5653821857233101,gini,best,,1596786457
DTree,0.5666456096020215,gini,best,,1449911008
DTree,0.5855969677826911,gini,best,,607758848
DTree,0.5735944409349337,gini,best,,207644446
DTree,0.5849652558433355,gini,best,,544474371
DTree,0.5818066961465572,gini,best,,1716864503
DTree,0.5615919140871762,gini,best,,1013780722
DTree,0.572962728995578,gini,best,,1539609768
DTree,0.576753000631712,gini,best,,17081111
DTree,0.5685407454200885,gini,best,,1330765120
DTree,0.5691724573594441,gini,best,,1669631569
DTree,0.5773847125710676,gini,best,,666225174
DTree,0.5742261528742894,gini,best,,863439892
DTree,0.574857864813645,gini,best,,990431586
DTree,0.5818066961465572,gini,best,,911990817
DTree,0.5773847125710676,gini,best,,930295327
DTree,0.5691724573594441,gini,best,,1359497553
DTree,0.5653821857233101,gini,best,,139011583
DTree,0.5691724573594441,gini,best,,1609549215
DTree,0.6013897662665825,gini,random,10,1549686022
DTree,0.5634870499052432,gini,random,10,2090487320
DTree,0.5988629185091598,gini,random,10,9970807
DTree,0.5735944409349337,gini,random,10,1977637160
DTree,0.5489576753000631,gini,random,10,1324139506
DTree,0.5742261528742894,gini,random,10,1867516991
DTree,0.5653821857233101,gini,random,10,932351249
DTree,0.572962728995578,gini,random,10,1262962758
DTree,0.5900189513581807,gini,random,10,164891715
DTree,0.540113708149084,gini,random,10,568261309
DTree,0.574857864813645,gini,random,10,569885950
DTree,0.5818066961465572,gini,random,10,345068584
DTree,0.5653821857233101,gini,random,10,1161356701
DTree,0.5887555274794694,gini,random,10,380298986
DTree,0.5975994946304485,gini,random,10,1632451197
DTree,0.5881238155401137,gini,random,10,2020882993
DTree,0.593177511054959,gini,random,10,475866167
DTree,0.5457991156032849,gini,random,10,493115499
DTree,0.5761212886923562,gini,random,10,400896449
DTree,0.558433354390398,gini,random,10,1996776016
DTree,0.5716993051168667,gini,random,20,324180237
DTree,0.5716993051168667,gini,random,20,1357714172
DTree,0.5849652558433355,gini,random,20,2048539576
DTree,0.576753000631712,gini,random,20,727866674
DTree,0.5881238155401137,gini,random,20,700130931
DTree,0.5735944409349337,gini,random,20,1483994340
DTree,0.5799115603284902,gini,random,20,1674996178
DTree,0.5824384080859129,gini,random,20,1133086196
DTree,0.5742261528742894,gini,random,20,221447787
DTree,0.5666456096020215,gini,random,20,953592791
DTree,0.5805432722678459,gini,random,20,688810368
DTree,0.5780164245104232,gini,random,20,99584892
DTree,0.5849652558433355,gini,random,20,263537490
DTree,0.5786481364497789,gini,random,20,2144984605
DTree,0.589387239418825,gini,random,20,52401571
DTree,0.5761212886923562,gini,random,20,772819242
DTree,0.5950726468730259,gini,random,20,591805941
DTree,0.5786481364497789,gini,random,20,84037239
DTree,0.5660138976626659,gini,random,20,1407353154
DTree,0.5824384080859129,gini,random,20,1455420059
DTree,0.5710675931775111,gini,random,30,1916966049
DTree,0.5735944409349337,gini,random,30,1793695594
DTree,0.576753000631712,gini,random,30,89061017
DTree,0.5445356917245736,gini,random,30,1515395243
DTree,0.5716993051168667,gini,random,30,2114688552
DTree,0.542008843967151,gini,random,30,1644257633
DTree,0.5691724573594441,gini,random,30,2114708333
DTree,0.5622236260265319,gini,random,30,1005260363
DTree,0.5679090334807327,gini,random,30,975015941
DTree,0.558433354390398,gini,random,30,1376336740
DTree,0.572962728995578,gini,random,30,717148187
DTree,0.572962728995578,gini,random,30,1194070917
DTree,0.5666456096020215,gini,random,30,1852943693
DTree,0.5628553379658876,gini,random,30,395165851
DTree,0.5679090334807327,gini,random,30,428931169
DTree,0.5578016424510424,gini,random,30,507517368
DTree,0.5679090334807327,gini,random,30,882340291
DTree,0.5527479469361971,gini,random,30,1516355108
DTree,0.5641187618445989,gini,random,30,1291280892
DTree,0.5559065066329754,gini,random,30,430081933
DTree,0.5596967782691092,gini,random,40,1225891216
DTree,0.5559065066329754,gini,random,40,105629020
DTree,0.5685407454200885,gini,random,40,1377766182
DTree,0.5533796588755527,gini,random,40,740432323
DTree,0.5742261528742894,gini,random,40,232494326
DTree,0.5679090334807327,gini,random,40,1676432485
DTree,0.5445356917245736,gini,random,40,1156757815
DTree,0.5483259633607075,gini,random,40,453729194
DTree,0.5470625394819962,gini,random,40,416822615
DTree,0.5578016424510424,gini,random,40,330171053
DTree,0.5432722678458622,gini,random,40,1791236539
DTree,0.5546430827542641,gini,random,40,1818500392
DTree,0.5281111813013266,gini,random,40,178951612
DTree,0.5710675931775111,gini,random,40,1706046199
DTree,0.5546430827542641,gini,random,40,1135236177
DTree,0.5780164245104232,gini,random,40,1802170246
DTree,0.5672773215413771,gini,random,40,1502378084
DTree,0.5679090334807327,gini,random,40,2145167259
DTree,0.5578016424510424,gini,random,40,705417076
DTree,0.5546430827542641,gini,random,40,1890190666
DTree,0.5672773215413771,gini,random,50,1174918684
DTree,0.5710675931775111,gini,random,50,566148621
DTree,0.5698041692987997,gini,random,50,1290276755
DTree,0.5628553379658876,gini,random,50,1035098218
DTree,0.5634870499052432,gini,random,50,910677470
DTree,0.5540113708149084,gini,random,50,1566257210
DTree,0.574857864813645,gini,random,50,2062012821
DTree,0.5647504737839545,gini,random,50,5010296
DTree,0.5679090334807327,gini,random,50,742426962
DTree,0.5445356917245736,gini,random,50,1353820316
DTree,0.5476942514213519,gini,random,50,438902404
DTree,0.5615919140871762,gini,random,50,1817602577
DTree,0.5622236260265319,gini,random,50,84306031
DTree,0.5483259633607075,gini,random,50,838438901
DTree,0.5571699305116866,gini,random,50,643340189
DTree,0.5818066961465572,gini,random,50,2074439702
DTree,0.5540113708149084,gini,random,50,1793766948
DTree,0.560328490208465,gini,random,50,1190543496
DTree,0.5653821857233101,gini,random,50,695933629
DTree,0.574857864813645,gini,random,50,2015970356
DTree,0.5451674036639292,gini,random,60,1304540957
DTree,0.5596967782691092,gini,random,60,271272744
DTree,0.5811749842072015,gini,random,60,583124050
DTree,0.5868603916614024,gini,random,60,1719782611
DTree,0.5590650663297536,gini,random,60,50971547
DTree,0.5508528111181301,gini,random,60,1383362817
DTree,0.5723310170562224,gini,random,60,1161254953
DTree,0.5660138976626659,gini,random,60,1426362626
DTree,0.5559065066329754,gini,random,60,1068595626
DTree,0.5628553379658876,gini,random,60,230973521
DTree,0.5540113708149084,gini,random,60,239635859
DTree,0.5571699305116866,gini,random,60,708542309
DTree,0.5647504737839545,gini,random,60,1374474112
DTree,0.5666456096020215,gini,random,60,1850638999
DTree,0.5514845230574857,gini,random,60,382933591
DTree,0.5578016424510424,gini,random,60,488864110
DTree,0.5559065066329754,gini,random,60,184618714
DTree,0.560328490208465,gini,random,60,434107775
DTree,0.5533796588755527,gini,random,60,625982551
DTree,0.5672773215413771,gini,random,60,345746198
DTree,0.5609602021478206,gini,random,70,730388501
DTree,0.5407454200884396,gini,random,70,521392856
DTree,0.5666456096020215,gini,random,70,898299634
DTree,0.5634870499052432,gini,random,70,83345007
DTree,0.558433354390398,gini,random,70,56385773
DTree,0.5350600126342387,gini,random,70,1953119549
DTree,0.5559065066329754,gini,random,70,1001207767
DTree,0.5691724573594441,gini,random,70,660357359
DTree,0.5609602021478206,gini,random,70,754366545
DTree,0.5571699305116866,gini,random,70,1955909311
DTree,0.5735944409349337,gini,random,70,853762824
DTree,0.543903979785218,gini,random,70,400482715
DTree,0.5483259633607075,gini,random,70,937714041
DTree,0.5698041692987997,gini,random,70,770292912
DTree,0.5628553379658876,gini,random,70,394737097
DTree,0.5552747946936197,gini,random,70,52404117
DTree,0.5881238155401137,gini,random,70,722920961
DTree,0.558433354390398,gini,random,70,1146285972
DTree,0.5672773215413771,gini,random,70,2110803770
DTree,0.5666456096020215,gini,random,70,1147164804
DTree,0.5578016424510424,gini,random,80,421065531
DTree,0.560328490208465,gini,random,80,553334145
DTree,0.5773847125710676,gini,random,80,1819031833
DTree,0.5596967782691092,gini,random,80,716767406
DTree,0.5792798483891346,gini,random,80,1611087254
DTree,0.5641187618445989,gini,random,80,2062708057
DTree,0.5716993051168667,gini,random,80,635097181
DTree,0.5666456096020215,gini,random,80,992671330
DTree,0.5679090334807327,gini,random,80,2091492842
DTree,0.5502210991787745,gini,random,80,1299039767
DTree,0.5679090334807327,gini,random,80,960757162
DTree,0.5521162349968415,gini,random,80,769184580
DTree,0.560328490208465,gini,random,80,1856166741
DTree,0.5527479469361971,gini,random,80,2075609295
DTree,0.5495893872394189,gini,random,80,1971906574
DTree,0.5527479469361971,gini,random,80,984028390
DTree,0.5647504737839545,gini,random,80,622393205
DTree,0.5514845230574857,gini,random,80,358734310
DTree,0.5641187618445989,gini,random,80,1260372116
DTree,0.5476942514213519,gini,random,80,615956714
DTree,0.5716993051168667,gini,random,90,98215323
DTree,0.5508528111181301,gini,random,90,34229323
DTree,0.5615919140871762,gini,random,90,141149457
DTree,0.5451674036639292,gini,random,90,1468611609
DTree,0.5615919140871762,gini,random,90,746182623
DTree,0.5521162349968415,gini,random,90,357516007
DTree,0.5552747946936197,gini,random,90,325779045
DTree,0.5679090334807327,gini,random,90,1193168036
DTree,0.5615919140871762,gini,random,90,869106337
DTree,0.5735944409349337,gini,random,90,2102982217
DTree,0.5615919140871762,gini,random,90,488667366
DTree,0.5792798483891346,gini,random,90,1424214740
DTree,0.560328490208465,gini,random,90,1644852731
DTree,0.5818066961465572,gini,random,90,2030759493
DTree,0.5571699305116866,gini,random,90,981950415
DTree,0.5653821857233101,gini,random,90,12409103
DTree,0.5596967782691092,gini,random,90,91148472
DTree,0.5521162349968415,gini,random,90,328378763
DTree,0.5716993051168667,gini,random,90,1607357875
DTree,0.5710675931775111,gini,random,90,106259987
DTree,0.556538218572331,gini,random,100,801803598
DTree,0.5647504737839545,gini,random,100,1199090491
DTree,0.5521162349968415,gini,random,100,1289339101
DTree,0.5628553379658876,gini,random,100,19242325
DTree,0.5641187618445989,gini,random,100,1828661724
DTree,0.5735944409349337,gini,random,100,494406159
DTree,0.5641187618445989,gini,random,100,227926372
DTree,0.5799115603284902,gini,random,100,1514979584
DTree,0.5489576753000631,gini,random,100,1002445730
DTree,0.5666456096020215,gini,random,100,1148403835
DTree,0.5666456096020215,gini,random,100,965755527
DTree,0.5533796588755527,gini,random,100,432268359
DTree,0.560328490208465,gini,random,100,1012909182
DTree,0.5710675931775111,gini,random,100,1830907196
DTree,0.5476942514213519,gini,random,100,1316874185
DTree,0.558433354390398,gini,random,100,679197048
DTree,0.5653821857233101,gini,random,100,1271163624
DTree,0.5508528111181301,gini,random,100,1570546491
DTree,0.5818066961465572,gini,random,100,979046091
DTree,0.5634870499052432,gini,random,100,162447943
DTree,0.5742261528742894,gini,random,,1116035382
DTree,0.556538218572331,gini,random,,1275061005
DTree,0.5527479469361971,gini,random,,1575148219
DTree,0.558433354390398,gini,random,,2032488016
DTree,0.5628553379658876,gini,random,,929294630
DTree,0.5476942514213519,gini,random,,1214394064
DTree,0.5533796588755527,gini,random,,944759604
DTree,0.5502210991787745,gini,random,,777349834
DTree,0.5514845230574857,gini,random,,2062615578
DTree,0.558433354390398,gini,random,,528639962
DTree,0.5691724573594441,gini,random,,1919852806
DTree,0.542008843967151,gini,random,,1432418369
DTree,0.5628553379658876,gini,random,,1503066762
DTree,0.5761212886923562,gini,random,,116645388
DTree,0.556538218572331,gini,random,,1714909902
DTree,0.5609602021478206,gini,random,,1890058674
DTree,0.5672773215413771,gini,random,,115747927
DTree,0.543903979785218,gini,random,,857130567
DTree,0.5609602021478206,gini,random,,1239779977
DTree,0.5653821857233101,gini,random,,1596700429
DTree,0.5723310170562224,entropy,best,10,1306408227
DTree,0.5710675931775111,entropy,best,10,939492261
DTree,0.572962728995578,entropy,best,10,1732357562
DTree,0.5704358812381554,entropy,best,10,261879217
DTree,0.5672773215413771,entropy,best,10,1074314247
DTree,0.5704358812381554,entropy,best,10,1477617944
DTree,0.5723310170562224,entropy,best,10,958057041
DTree,0.5672773215413771,entropy,best,10,1820561215
DTree,0.5735944409349337,entropy,best,10,621848808
DTree,0.5691724573594441,entropy,best,10,261794860
DTree,0.5742261528742894,entropy,best,10,424862641
DTree,0.5742261528742894,entropy,best,10,1852630298
DTree,0.5723310170562224,entropy,best,10,1516726727
DTree,0.5761212886923562,entropy,best,10,209698903
DTree,0.5710675931775111,entropy,best,10,592710957
DTree,0.5710675931775111,entropy,best,10,943369557
DTree,0.5710675931775111,entropy,best,10,862281396
DTree,0.5691724573594441,entropy,best,10,312665532
DTree,0.5716993051168667,entropy,best,10,486046422
DTree,0.572962728995578,entropy,best,10,2143424849
DTree,0.5647504737839545,entropy,best,20,2072335056
DTree,0.5559065066329754,entropy,best,20,1055600456
DTree,0.5571699305116866,entropy,best,20,1907503720
DTree,0.5780164245104232,entropy,best,20,1777957730
DTree,0.5622236260265319,entropy,best,20,843092698
DTree,0.5647504737839545,entropy,best,20,1810057415
DTree,0.5622236260265319,entropy,best,20,297375094
DTree,0.5704358812381554,entropy,best,20,1436829078
DTree,0.5666456096020215,entropy,best,20,1844101867
DTree,0.5559065066329754,entropy,best,20,1308851627
DTree,0.5622236260265319,entropy,best,20,1783001840
DTree,0.5590650663297536,entropy,best,20,1976963707
DTree,0.5622236260265319,entropy,best,20,455982173
DTree,0.5521162349968415,entropy,best,20,733734472
DTree,0.5634870499052432,entropy,best,20,1266537823
DTree,0.5578016424510424,entropy,best,20,952256011
DTree,0.5666456096020215,entropy,best,20,948385127
DTree,0.5508528111181301,entropy,best,20,1623683736
DTree,0.5622236260265319,entropy,best,20,1836062900
DTree,0.5552747946936197,entropy,best,20,1091784658
DTree,0.5540113708149084,entropy,best,30,1141156771
DTree,0.5628553379658876,entropy,best,30,1513225279
DTree,0.5704358812381554,entropy,best,30,806521810
DTree,0.5609602021478206,entropy,best,30,557470591
DTree,0.5571699305116866,entropy,best,30,2035889343
DTree,0.5559065066329754,entropy,best,30,1058126968
DTree,0.5540113708149084,entropy,best,30,1941118639
DTree,0.5698041692987997,entropy,best,30,1820053600
DTree,0.5571699305116866,entropy,best,30,1175060885
DTree,0.5609602021478206,entropy,best,30,855974117
DTree,0.5521162349968415,entropy,best,30,1284403636
DTree,0.5552747946936197,entropy,best,30,1150145952
DTree,0.5552747946936197,entropy,best,30,848072673
DTree,0.5666456096020215,entropy,best,30,840918200
DTree,0.5615919140871762,entropy,best,30,1147716764
DTree,0.558433354390398,entropy,best,30,1974390098
DTree,0.5578016424510424,entropy,best,30,1747842245
DTree,0.5578016424510424,entropy,best,30,1640159241
DTree,0.5653821857233101,entropy,best,30,852443868
DTree,0.5691724573594441,entropy,best,30,920369457
DTree,0.5641187618445989,entropy,best,40,483983618
DTree,0.5571699305116866,entropy,best,40,1962465671
DTree,0.5552747946936197,entropy,best,40,165945897
DTree,0.5464308275426406,entropy,best,40,586348364
DTree,0.5596967782691092,entropy,best,40,914687395
DTree,0.5615919140871762,entropy,best,40,195209922
DTree,0.560328490208465,entropy,best,40,1341379547
DTree,0.5596967782691092,entropy,best,40,1425066280
DTree,0.5590650663297536,entropy,best,40,895141701
DTree,0.5634870499052432,entropy,best,40,585408803
DTree,0.556538218572331,entropy,best,40,2035484034
DTree,0.5432722678458622,entropy,best,40,1020759728
DTree,0.5596967782691092,entropy,best,40,2119335394
DTree,0.5445356917245736,entropy,best,40,1390831180
DTree,0.5495893872394189,entropy,best,40,898502362
