KNN,0.658875552747947,1,uniform,ball_tree
KNN,0.658875552747947,1,uniform,kd_tree
KNN,0.6595072646873026,1,uniform,brute
KNN,0.658875552747947,1,distance,ball_tree
KNN,0.658875552747947,1,distance,kd_tree
KNN,0.6595072646873026,1,distance,brute
KNN,0.6974099810486418,5,uniform,ball_tree
KNN,0.6961465571699305,5,uniform,kd_tree
KNN,0.6974099810486418,5,uniform,brute
KNN,0.6929879974731522,5,distance,ball_tree
KNN,0.6929879974731522,5,distance,kd_tree
KNN,0.6923562855337966,5,distance,brute
KNN,0.7201516108654453,9,uniform,ball_tree
KNN,0.7195198989260897,9,uniform,kd_tree
KNN,0.7207833228048011,9,uniform,brute
KNN,0.7030953885028427,9,distance,ball_tree
KNN,0.7030953885028427,9,distance,kd_tree
KNN,0.7030953885028427,9,distance,brute
KNN,0.7327858496525584,13,uniform,ball_tree
KNN,0.7327858496525584,13,uniform,kd_tree
KNN,0.7327858496525584,13,uniform,brute
KNN,0.7113076437144662,13,distance,ball_tree
KNN,0.7113076437144662,13,distance,kd_tree
KNN,0.7113076437144662,13,distance,brute
KNN,0.7346809854706254,17,uniform,ball_tree
KNN,0.7346809854706254,17,uniform,kd_tree
KNN,0.7346809854706254,17,uniform,brute
KNN,0.7169930511686671,17,distance,ball_tree
KNN,0.7169930511686671,17,distance,kd_tree
KNN,0.7169930511686671,17,distance,brute
DTree,0.677195198989261,entropy,best,10,1291123796
DTree,0.6746683512318383,entropy,best,10,852253123
DTree,0.6759317751105496,entropy,best,10,358867535
DTree,0.6809854706253948,entropy,best,10,797468973
DTree,0.675300063171194,entropy,best,10,1025219501
DTree,0.67150979153506,entropy,best,20,204229459
DTree,0.6614024005053696,entropy,best,20,837068708
DTree,0.6576121288692356,entropy,best,20,1998549260
DTree,0.6721415034744157,entropy,best,20,986492531
DTree,0.6645609602021478,entropy,best,20,1471509966
DTree,0.6576121288692356,entropy,best,20,960765967
DTree,0.6601389766266582,entropy,best,20,1987280415
DTree,0.6538218572331017,entropy,best,20,735173051
DTree,0.6512950094756791,entropy,best,20,1260688128
DTree,0.6683512318382817,entropy,best,20,117124269
DTree,0.6538218572331017,entropy,best,20,1426741663
DTree,0.67150979153506,entropy,best,20,1061010012
DTree,0.6696146557169931,entropy,best,20,1613807066
DTree,0.6651926721415035,entropy,best,20,1214912766
DTree,0.6689829437776375,entropy,best,20,476187380
DTree,0.6645609602021478,entropy,best,20,1144111038
DTree,0.6683512318382817,entropy,best,20,1325331181
DTree,0.677195198989261,entropy,best,20,628448368
DTree,0.660770688566014,entropy,best,20,827413924
DTree,0.67150979153506,entropy,best,20,1103267266
DTree,0.65698041692988,entropy,best,30,77293760
DTree,0.6563487049905243,entropy,best,30,618903138
DTree,0.6582438408085913,entropy,best,30,1960314573
DTree,0.6519267214150347,entropy,best,30,962808365
DTree,0.6582438408085913,entropy,best,30,1027794445
DTree,0.673404927353127,entropy,best,30,1632423331
DTree,0.6582438408085913,entropy,best,30,1900978077
DTree,0.6620341124447252,entropy,best,30,1725380594
DTree,0.6664560960202148,entropy,best,30,1619002721
DTree,0.660770688566014,entropy,best,30,1993780122
DTree,0.6557169930511687,entropy,best,30,1167450188
DTree,0.6538218572331017,entropy,best,30,1152374462
DTree,0.6677195198989261,entropy,best,30,81780644
DTree,0.6595072646873026,entropy,best,30,2128024151
DTree,0.660770688566014,entropy,best,30,891133687
DTree,0.6557169930511687,entropy,best,30,722351628
DTree,0.658875552747947,entropy,best,30,2035025175
DTree,0.6506632975363235,entropy,best,30,1287017186
DTree,0.6582438408085913,entropy,best,30,1054991853
DTree,0.6683512318382817,entropy,best,30,755063959
DTree,0.658875552747947,entropy,best,40,1653455720
DTree,0.6531901452937461,entropy,best,40,614504188
DTree,0.6538218572331017,entropy,best,40,735119170
DTree,0.65698041692988,entropy,best,40,1315391216
DTree,0.6639292482627922,entropy,best,40,2004967219
DTree,0.6645609602021478,entropy,best,40,1260209695
DTree,0.6670878079595705,entropy,best,40,2102053845
DTree,0.658875552747947,entropy,best,40,760685857
DTree,0.6677195198989261,entropy,best,40,688565099
DTree,0.6506632975363235,entropy,best,40,1707605796
DTree,0.6582438408085913,entropy,best,40,1327586889
DTree,0.655085281111813,entropy,best,40,389320610
DTree,0.658875552747947,entropy,best,40,1644348474
DTree,0.660770688566014,entropy,best,40,1212859185
